time,f0,loudness
0.0,0.0,0.027598414570093155
0.0029024943310657597,0.0,0.02978280745446682
0.005804988662131519,0.0,0.03194344416260719
0.008707482993197279,0.0,0.03481996804475784
0.011609977324263039,0.0,0.03695160523056984
0.014512471655328799,0.0,0.039945170283317566
0.017414965986394557,0.0,0.04201507195830345
0.020317460317460317,0.0,0.044527567923069
0.023219954648526078,0.0,0.04723131284117699
0.026122448979591838,0.0,0.04858573526144028
0.029024943310657598,0.0,0.05126377195119858
0.03192743764172336,0.0,0.05268677696585655
0.034829931972789115,0.0,0.05449195206165314
0.03773242630385488,0.0,0.056542061269283295
0.040634920634920635,0.0,0.05778416618704796
0.04353741496598639,0.0,0.060549940913915634
0.046439909297052155,0.0,0.06147489696741104
0.04934240362811791,0.0,0.06334055215120316
0.052244897959183675,0.0,0.06546357274055481
0.05514739229024943,0.0,0.06598423421382904
0.058049886621315196,0.0,0.06855785846710205
0.06095238095238095,0.0,0.06948043406009674
0.06385487528344672,0.0,0.07048482447862625
0.06675736961451247,0.0,0.07231589406728745
0.06965986394557823,0.0,0.07302302122116089
0.07256235827664399,0.0,0.07498189806938171
0.07546485260770976,0.0,0.07521799206733704
0.0783673469387755,0.0,0.07626279443502426
0.08126984126984127,0.0,0.07768800854682922
0.08417233560090703,0.0,0.07773290574550629
0.08707482993197278,0.0,0.07955311983823776
0.08997732426303855,0.0,0.07956559211015701
0.09287981859410431,0.0,0.08013369143009186
0.09578231292517007,0.0,0.08112277835607529
0.09868480725623582,0.0,0.08125351369380951
0.10158730158730159,0.0,0.08312375843524933
0.10448979591836735,0.0,0.08254101872444153
0.1073922902494331,0.0,0.0831632986664772
0.11029478458049886,0.0,0.08498172461986542
0.11319727891156463,0.0,0.08428025990724564
0.11609977324263039,0.0,0.08613597601652145
0.11900226757369614,0.0,0.08613433688879013
0.1219047619047619,0.0,0.08629675209522247
0.12480725623582767,0.0,0.08802617341279984
0.12770975056689343,0.0,0.08805166184902191
0.1306122448979592,0.0,0.0897701233625412
0.13351473922902493,0.0,0.0894380584359169
0.1364172335600907,0.0,0.0900685116648674
0.13931972789115646,0.0,0.09173852950334549
0.14222222222222222,0.0,0.0913386270403862
0.14512471655328799,0.0,0.09291733056306839
0.14802721088435375,0.0,0.09274397045373917
0.1509297052154195,0.0,0.09321539849042892
0.15383219954648525,0.0,0.09445459395647049
0.156734693877551,0.0,0.094148188829422
0.15963718820861678,0.0,0.09588673710823059
0.16253968253968254,0.0,0.09500012546777725
0.1654421768707483,0.0,0.0956588014960289
0.16834467120181407,0.0,0.09752463549375534
0.17124716553287983,0.0,0.09628714621067047
0.17414965986394557,0.0,0.09812863171100616
0.17705215419501133,0.0,0.09778102487325668
0.1799546485260771,0.0,0.09797578305006027
0.18285714285714286,0.0,0.09965495020151138
0.18575963718820862,0.0,0.09931312501430511
0.18866213151927438,0.0,0.10090959072113037
0.19156462585034015,0.0,0.1002529039978981
0.19446712018140588,0.0,0.1008199006319046
0.19736961451247165,0.0,0.10252078622579575
0.2002721088435374,0.0,0.10171574354171753
0.20317460317460317,0.0,0.1029573306441307
0.20607709750566894,0.0,0.10274125635623932
0.2089795918367347,0.0,0.10324518382549286
0.21188208616780047,0.0,0.10422483086585999
0.2147845804988662,0.0,0.10385438799858093
0.21768707482993196,0.0,0.10507946461439133
0.22058956916099773,0.0,0.10412131994962692
0.2234920634920635,0.0,0.10477433353662491
0.22639455782312926,0.0,0.1062927097082138
0.22929705215419502,0.0,0.10489169508218765
0.23219954648526078,0.0,0.10593229532241821
0.23510204081632652,0.0,0.10585680603981018
0.23800453514739228,0.0,0.10609740018844604
0.24090702947845805,0.0,0.10767798125743866
0.2438095238095238,0.0,0.10712768137454987
0.24671201814058957,0.0,0.10767250508069992
0.24961451247165534,0.0,0.10805638134479523
0.2525170068027211,0.0,0.1085282489657402
0.25541950113378686,0.0,0.1099047139286995
0.2583219954648526,0.0,0.10929978638887405
0.2612244897959184,0.0,0.10991938412189484
0.26412698412698415,0.0,0.11062312871217728
0.26702947845804986,0.0,0.11088354140520096
0.2699319727891156,0.0,0.11201246082782745
0.2728344671201814,0.0,0.11190533638000488
0.27573696145124715,0.0,0.11240894347429276
0.2786394557823129,0.0,0.11269079148769379
0.2815419501133787,0.0,0.11319136619567871
0.28444444444444444,0.0,0.11446017771959305
0.2873469387755102,0.0,0.11334186047315598
0.29024943310657597,0.0,0.1140110045671463
0.29315192743764173,0.0,0.11528907716274261
0.2960544217687075,0.0,0.11439929157495499
0.29895691609977326,0.0,0.1158701702952385
0.301859410430839,0.0,0.11567100882530212
0.3047619047619048,0.0,0.11569816619157791
0.3076643990929705,0.0,0.11664938181638718
0.31056689342403626,0.0,0.11656434834003448
0.313469387755102,0.0,0.11763221025466919
0.3163718820861678,0.0,0.11728868633508682
0.31927437641723355,0.0,0.11728780716657639
0.3221768707482993,0.0,0.11878263205289841
0.3250793650793651,0.0,0.1183474138379097
0.32798185941043084,0.0,0.11922640353441238
0.3308843537414966,0.0,0.11922092735767365
0.33378684807256237,0.0,0.11925284564495087
0.33668934240362813,0.0,0.12007121741771698
0.3395918367346939,0.0,0.12031605839729309
0.34249433106575966,0.0,0.12154054641723633
0.3453968253968254,0.0,0.12071899324655533
0.34829931972789113,0.0,0.12112606316804886
0.3512018140589569,0.0,0.1228923425078392
0.35410430839002266,0.0,0.12205778807401657
0.3570068027210884,0.0,0.12363559007644653
0.3599092970521542,0.0,0.12343840301036835
0.36281179138321995,0.0,0.12334699183702469
0.3657142857142857,0.0,0.12531983852386475
0.3686167800453515,0.0,0.1252254694700241
0.37151927437641724,0.0,0.12667284905910492
0.374421768707483,0.0,0.12634359300136566
0.37732426303854877,0.0,0.1267130821943283
0.38022675736961453,0.0,0.12888890504837036
0.3831292517006803,0.0,0.12823744118213654
0.38603174603174606,0.0,0.12943482398986816
0.38893424036281177,0.0,0.12955600023269653
0.39183673469387753,0.0,0.12990982830524445
0.3947392290249433,0.0,0.1313762664794922
0.39764172335600906,0.0,0.1316026896238327
0.4005442176870748,0.0,0.1330355703830719
0.4034467120181406,0.0,0.13208778202533722
0.40634920634920635,0.0,0.13319960236549377
0.4092517006802721,0.0,0.13512757420539856
0.4121541950113379,0.0,0.13380654156208038
0.41505668934240364,0.0,0.13537892699241638
0.4179591836734694,0.0,0.13504718244075775
0.42086167800453517,0.0,0.13526776432991028
0.42376417233560093,0.0,0.13707609474658966
0.4266666666666667,0.0,0.13647639751434326
0.4295691609977324,0.0,0.13776999711990356
0.43247165532879817,0.0,0.13733713328838348
0.43537414965986393,0.0,0.13779938220977783
0.4382766439909297,0.0,0.1395817995071411
0.44117913832199546,0.0,0.1383117288351059
0.4440816326530612,0.0,0.13890857994556427
0.446984126984127,0.0,0.13906437158584595
0.44988662131519275,0.0,0.13943369686603546
0.4527891156462585,0.0,0.14044533669948578
0.4556916099773243,0.0,0.14017829298973083
0.45859410430839004,0.0,0.14065620303153992
0.4614965986394558,0.0,0.140252023935318
0.46439909297052157,0.0,0.1411580592393875
0.46730158730158733,0.0,0.14237277209758759
0.47020408163265304,0.0,0.1408361792564392
0.4731065759637188,0.0,0.14144879579544067
0.47600907029478456,0.0,0.14179980754852295
0.47891156462585033,0.0,0.14160573482513428
0.4818140589569161,0.0,0.14292408525943756
0.48471655328798186,0.0,0.14222531020641327
0.4876190476190476,0.0,0.142544224858284
0.4905215419501134,0.0,0.14311115443706512
0.49342403628117915,0.0,0.14345337450504303
0.4963265306122449,0.0,0.14488190412521362
0.4992290249433107,0.0,0.1439807116985321
0.5021315192743764,0.0,0.14407478272914886
0.5050340136054422,0.0,0.14545944333076477
